"week_dat","station","Season","District","monitoring_week","ALCM_count","sum","No_traps","hrs_wet","weekly_CGDD","Total_Rainfall","Mean_mintemp","Mean_maxtemp","Mean_meantemp"
2017-01-16,"CLD","2016-17","Earnscleugh",16,207,22654,2,54,867.2,32.4,7.18333333333333,17.8833333333333,12.3833333333333
2017-01-23,"CLD","2016-17","Earnscleugh",17,211,22865,2,28,1170.1,8.2,7.95,23,15.6833333333333
2017-01-30,"CLD","2016-17","Earnscleugh",18,759,23624,2,14,1573.4,5.8,10.1,24.7166666666667,17.6
2017-02-06,"CLD","2016-17","Earnscleugh",19,2754,26378,2,23,1950.3,8.2,6.65,23.0833333333333,14.7666666666667
2017-02-13,"CLD","2016-17","Earnscleugh",20,2015,28393,2,34,2288.9,0,7.4,25.45,16.4
2017-02-20,"CLD","2016-17","Earnscleugh",21,1979,30372,2,35,2796.3,0.6,8.88333333333333,25.9833333333333,16.9833333333333
2017-02-27,"CLD","2016-17","Earnscleugh",22,1019,31391,2,46,3156.4,0,6.36666666666667,26.5166666666667,16.2833333333333
2017-03-06,"CLD","2016-17","Earnscleugh",23,73,31464,2,68,3440.4,15,5.46666666666667,19.5333333333333,11.8333333333333
2017-03-13,"CLD","2016-17","Earnscleugh",24,148,31612,2,49,3678.2,0.2,4.83333333333333,23.8,14.1833333333333
2017-03-20,"CLD","2016-17","Earnscleugh",25,51,31663,2,49,3946.6,16.8,5.03333333333333,17,10.9166666666667
2017-03-27,"CLD","2016-17","Earnscleugh",26,81,31744,2,51,4209.4,0,8.95,23.4166666666667,15.35
2017-04-03,"CLD","2016-17","Earnscleugh",27,161,31905,2,40,4393.1,1,1.525,15.6666666666667,8.6
2017-04-10,"CLD","2016-17","Earnscleugh",28,39,31944,2,101,4534.9,30.8,7.43333333333333,16.4666666666667,11.4
2017-04-17,"CLD","2016-17","Earnscleugh",29,13,31957,2,65,4633.6,0,1.85,17.15,8.75
2017-04-24,"CLD","2016-17","Earnscleugh",30,8,31965,2,0,0,0,0,0,0
2016-09-19,"HAV","2016-17","Havelock North",1,1410,1410,8,280,40583.6,126,37.9333333333333,55.3333333333333,44.2
2016-09-26,"HAV","2016-17","Havelock North",2,326,1736,8,336,41536.4,56,47.04,66.24,55.6
2016-10-03,"HAV","2016-17","Havelock North",3,2182,3918,8,120,42588,15.2,31.5333333333333,79.8,54.6
2016-10-10,"HAV","2016-17","Havelock North",4,649,4567,8,140,43697.2,10,20.8666666666667,85.8,53.2666666666667
2016-10-17,"HAV","2016-17","Havelock North",5,783,5350,8,168,44791.2,19.6,30.2,82.9333333333333,54.4
2016-10-24,"HAV","2016-17","Havelock North",6,117,5467,8,144,46018.8,31.2,28.1333333333333,80.5333333333333,54.6666666666667
2016-10-31,"HAV","2016-17","Havelock North",7,99,5566,8,164,46935.6,10,27.4666666666667,88.7333333333333,58.6666666666667
2016-11-07,"HAV","2016-17","Havelock North",8,760,6326,8,128,48044.4,56.4,52.5,91.3,69.9
2016-11-14,"HAV","2016-17","Havelock North",9,3009,9335,8,56,49600.4,2.8,38.2,96.4,66.3333333333333
2016-11-21,"HAV","2016-17","Havelock North",10,9116,18451,8,164,51274,0.8,43.9333333333333,103.933333333333,73.8
2016-11-28,"HAV","2016-17","Havelock North",11,5149,23600,8,132,53005.6,32.8,48.2666666666667,89,67
2016-12-05,"HAV","2016-17","Havelock North",12,3412,27012,8,164,54860,10,53.1333333333333,100.466666666667,77.4666666666667
2016-12-12,"HAV","2016-17","Havelock North",13,826,27838,8,104,56564.4,0,42.8666666666667,102.466666666667,71.6666666666667
2016-12-19,"HAV","2016-17","Havelock North",14,1050,28888,8,160,58424.8,53.2,44,95.8666666666667,70.1333333333333
2016-12-26,"HAV","2016-17","Havelock North",15,1291,30179,8,0,0,0,0,0,0
2016-09-19,"RIR","2016-17","Motueka",1,406,406,6,210,26420.1,74.4,15.4,48.6,30.95
2016-09-26,"RIR","2016-17","Motueka",2,3532,3938,6,195,27098.7,125.4,32.35,56.9,41.5
2016-10-03,"RIR","2016-17","Motueka",3,719,4657,6,204,27874.2,72.6,17.35,55.05,36
2016-10-10,"RIR","2016-17","Motueka",4,75,4732,6,87,28453.2,39,20.65,57.15,37.7
2016-10-17,"RIR","2016-17","Motueka",5,84,4816,6,93,29373,87,23.95,62.1,41.75
2016-10-24,"RIR","2016-17","Motueka",6,125,4941,6,144,30188.7,163.8,18.85,60.65,38.35
2016-10-31,"RIR","2016-17","Motueka",7,22,4963,6,78,30847.5,31.8,19.65,58.7,38.55
2016-11-07,"RIR","2016-17","Motueka",8,135,5098,6,273,31755,219,35.95,61.6,46.5
2016-11-14,"RIR","2016-17","Motueka",9,1581,6679,6,63,32728.2,9.6,25.25,67.1,45.35
2016-11-21,"RIR","2016-17","Motueka",10,8532,15211,6,96,33926.1,39.6,29.75,68.85,48.4
2016-11-28,"RIR","2016-17","Motueka",11,4738,19949,6,42,34994.7,5.4,35.9,64.6,49.6
2016-12-05,"RIR","2016-17","Motueka",12,5099,25048,6,120,36234.9,112.2,38,64.35,51.55
2016-12-12,"RIR","2016-17","Motueka",13,2290,27338,6,27,37435.2,13.8,33.7,70.8,51.65
2016-12-19,"RIR","2016-17","Motueka",14,892,28230,6,144,38572.2,85.8,27.4,66.95,47.05
2016-12-26,"RIR","2016-17","Motueka",15,504,28734,6,111,33126.9,1.2,33.75,73.3,52.9
2017-01-02,"RIR","2016-17","Motueka",16,816,29550,6,66,947.4,13.2,25.3,66.35,47.15
2017-01-09,"RIR","2016-17","Motueka",17,2687,32237,6,39,2391,5.4,37.65,77.65,57.95
2017-01-16,"RIR","2016-17","Motueka",18,3662,35899,6,123,3794.7,447,37.1,67.05,50.35
2017-01-23,"RIR","2016-17","Motueka",19,496,36395,6,27,4992.9,1.2,30.35,72.95,51.35
2017-01-30,"RIR","2016-17","Motueka",20,2236,38631,6,78,6275.1,42,34.05,72.6,52.45
2017-02-06,"RIR","2016-17","Motueka",21,1783,40414,6,45,7553.7,31.8,29.6,65.3,47.35
2017-02-13,"RIR","2016-17","Motueka",22,1116,41530,6,87,8764.8,30,36.7,70.65,52.45
2017-02-20,"RIR","2016-17","Motueka",23,1770,43300,6,168,10352.4,0,37,78.5,57.65
2017-02-27,"RIR","2016-17","Motueka",24,2092,45392,6,126,11751.9,0,35.25,78.2,55.35
2017-03-06,"RIR","2016-17","Motueka",25,1719,47111,6,189,13017.3,404.4,35.1,65.55,48.55
2017-03-13,"RIR","2016-17","Motueka",26,881,47992,6,147,14127.9,2.7,27.75,65.45,45.2
2017-03-20,"RIR","2016-17","Motueka",27,917,48909,6,213,15347.1,180.3,40.85,61.4,49.85
2017-03-27,"RIR","2016-17","Motueka",28,113,49022,6,0,0,0,0,0,0
2016-09-19,"PAK","2016-17","Pakowhai",1,2165,2165,6,228,31130.4,115.5,29.15,41.5,33.5
2016-09-26,"PAK","2016-17","Pakowhai",2,162,2327,6,222,31837.8,81.3,33.25,50.9,41.05
2016-10-03,"PAK","2016-17","Pakowhai",3,5992,8319,6,117,32724.9,15.6,25.25,56.95,40.95
2016-10-10,"PAK","2016-17","Pakowhai",4,1047,9366,6,135,33565.8,29.7,19.3,62.05,40.95
2016-10-17,"PAK","2016-17","Pakowhai",5,1067,10433,6,162,34442.1,17.1,24.55,58.8,41.1
2016-10-24,"PAK","2016-17","Pakowhai",6,190,10623,6,135,35366.4,37.5,24.9,60.5,42.05
2016-10-31,"PAK","2016-17","Pakowhai",7,112,10735,6,102,36140.7,11.1,26.55,63.95,45.5
2016-11-07,"PAK","2016-17","Pakowhai",8,4276,15011,6,126,37272.3,35.4,33.5,64.95,48.4
2016-11-14,"PAK","2016-17","Pakowhai",9,11788,26799,6,57,38486.1,5.1,30.05,69.15,49.45
2016-11-21,"PAK","2016-17","Pakowhai",10,17221,44020,6,129,39752.1,0,33.75,75.75,53.9
2016-11-28,"PAK","2016-17","Pakowhai",11,8010,52030,6,159,41035.8,31.8,36.8,66.1,50
2016-12-05,"PAK","2016-17","Pakowhai",12,4841,56871,6,129,42408.3,9.3,38.45,74.85,57
2016-12-12,"PAK","2016-17","Pakowhai",13,1104,57975,6,75,43685.4,0.6,31.55,74.2,53.65
2016-12-19,"PAK","2016-17","Pakowhai",14,3188,61163,6,117,45102.6,25.8,35.3,71.7,53.45
2016-12-26,"PAK","2016-17","Pakowhai",15,5390,66553,6,0,0,0,0,0,0
2016-09-26,"RXE","2016-17","Roxburgh East",1,56,56,2,0,6635.2,7,5.78333333333333,20.0666666666667,12.15
2016-10-03,"RXE","2016-17","Roxburgh East",2,344,400,2,0,6830.9,13.9,5.53333333333333,16.3333333333333,10.35
2016-10-10,"RXE","2016-17","Roxburgh East",3,25,425,2,0,15305,30,5.53846153846154,18.1615384615385,11.1153846153846
2016-10-24,"RXE","2016-17","Roxburgh East",4,47,472,2,0,7338.1,8.8,6.58,15.8166666666667,9.78333333333333
2016-10-31,"RXE","2016-17","Roxburgh East",5,10,482,2,0,7488.9,15.4,5.25,18.2,11
2016-11-07,"RXE","2016-17","Roxburgh East",6,8,490,2,0,7702.9,4.5,7.38333333333333,17.2333333333333,11.7833333333333
2016-11-14,"RXE","2016-17","Roxburgh East",7,4,494,2,0,7875.1,16.1,6.81666666666667,17.9166666666667,12.1166666666667
2016-11-21,"RXE","2016-17","Roxburgh East",8,5,499,2,0,8181.7,10.8,8.68333333333333,20.1833333333333,13.1333333333333
2016-11-28,"RXE","2016-17","Roxburgh East",9,7,506,2,0,8380.8,4.2,6.4,17.45,11.5
2016-12-05,"RXE","2016-17","Roxburgh East",10,756,1262,2,0,8725.7,9,10.5333333333333,21.9666666666667,15.7666666666667
2016-12-12,"RXE","2016-17","Roxburgh East",11,404,1666,2,0,9018.7,0.1,7.56666666666667,22.65,15.1166666666667
2016-12-19,"RXE","2016-17","Roxburgh East",12,281,1947,2,0,9350.9,0,6.06666666666667,21.8833333333333,14.35
2016-12-26,"RXE","2016-17","Roxburgh East",13,60,2007,2,0,8044.3,1.3,8.08333333333333,22.4333333333333,14.9
2017-01-02,"RXE","2016-17","Roxburgh East",14,210,2217,2,0,175.9,17.1,6.33333333333333,16.5,10.9333333333333
2017-01-09,"RXE","2016-17","Roxburgh East",15,58,2275,2,0,467.9,3.3,7.83333333333333,23.9666666666667,15.75
2017-01-16,"RXE","2016-17","Roxburgh East",16,27,2302,2,0,753.6,36.1,7.63333333333333,16.4166666666667,11.5166666666667
2017-01-23,"RXE","2016-17","Roxburgh East",17,22,2324,2,0,1016.1,7.7,7.38333333333333,21.1833333333333,14.5666666666667
2017-01-30,"RXE","2016-17","Roxburgh East",18,1088,3412,2,0,1370.5,1.9,10.8666666666667,24.4166666666667,16.5833333333333
2017-02-06,"RXE","2016-17","Roxburgh East",19,272,3684,2,0,1722,8.2,8.55,21.15,14.2333333333333
2017-02-13,"RXE","2016-17","Roxburgh East",20,621,4305,2,0,2020.7,0,7.2,24.85,15.8166666666667
2017-02-20,"RXE","2016-17","Roxburgh East",21,731,5036,2,0,2485.5,2.5,7.61666666666667,23.3333333333333,15.7
2017-02-27,"RXE","2016-17","Roxburgh East",22,74,5110,2,0,2788.6,1,6.58333333333333,24.6166666666667,14.3833333333333
2017-03-06,"RXE","2016-17","Roxburgh East",23,66,5176,2,1,3004.9,14.5,5.15,17.55,11.1166666666667
2017-03-13,"RXE","2016-17","Roxburgh East",24,111,5287,2,0,3220.8,1.4,5.16666666666667,22.15,13.2666666666667
2017-03-20,"RXE","2016-17","Roxburgh East",25,56,5343,2,0,3447.1,18.6,5,15.3,10.55
2017-03-27,"RXE","2016-17","Roxburgh East",26,83,5426,2,0,3721.4,0.2,8.18333333333333,22.7166666666667,15.9333333333333
2017-04-03,"RXE","2016-17","Roxburgh East",27,26,5452,2,0,3913.6,0.5,3.72,15.3666666666667,8.8
2017-04-10,"RXE","2016-17","Roxburgh East",28,3,5455,2,0,0,0,0,0,0
2016-09-19,"LND","2016-17","Waimea",1,417,417,4,96,18581,19.2,12.3,32.0666666666667,21.6
2016-09-26,"LND","2016-17","Waimea",2,2960,3377,4,102,19084.2,65.4,23.1333333333333,38.5333333333333,28.9333333333333
2016-10-03,"LND","2016-17","Waimea",3,2063,5440,4,112,19639.2,48.8,14.7,36.4,24.9333333333333
2016-10-10,"LND","2016-17","Waimea",4,277,5717,4,72,20051,23.2,14.8333333333333,37.6,25.5666666666667
2016-10-17,"LND","2016-17","Waimea",5,89,5806,4,70,20658,32.8,15.3666666666667,39.2333333333333,26.5333333333333
2016-10-24,"LND","2016-17","Waimea",6,174,5980,4,98,21194.4,90.6,14.7666666666667,38.1,26.0333333333333
2016-10-31,"LND","2016-17","Waimea",7,3,5983,4,60,21662.6,36,17.0333333333333,37.0666666666667,26.7666666666667
2016-11-07,"LND","2016-17","Waimea",8,112,6095,4,160,22285.8,112.8,24.3333333333333,39.4333333333333,30.5
2016-11-14,"LND","2016-17","Waimea",9,1088,7183,4,58,22935.4,4,19.1333333333333,43.3666666666667,30.9
2016-11-21,"LND","2016-17","Waimea",10,7688,14871,4,42,23788.2,25.8,20.6,46.1333333333333,32.3
2016-11-28,"LND","2016-17","Waimea",11,5447,20318,4,36,24473.4,23.8,23.5666666666667,43.2666666666667,32.4333333333333
2016-12-05,"LND","2016-17","Waimea",12,5312,25630,4,70,25281.2,46.6,26.9,41.9,34.0333333333333
2016-12-12,"LND","2016-17","Waimea",13,1390,27020,4,28,26086.6,4.4,24.8333333333333,46.1333333333333,34.9
2016-12-19,"LND","2016-17","Waimea",14,838,27858,4,104,26863.4,71.4,21.1333333333333,43.7666666666667,31.2
2016-12-26,"LND","2016-17","Waimea",15,435,28293,4,22,23042,1.6,24.6333333333333,47.0333333333333,35.5
2017-01-02,"LND","2016-17","Waimea",16,605,28898,4,40,632.6,9.6,18.4,44.3333333333333,31.8666666666667
2017-01-09,"LND","2016-17","Waimea",17,3596,32494,4,48,1576.2,5.6,26.0666666666667,53.1,38.4666666666667
2017-01-16,"LND","2016-17","Waimea",18,8821,41315,4,124,2497.4,130.4,23.0333333333333,42.6,32.7333333333333
2017-01-23,"LND","2016-17","Waimea",19,639,41954,4,32,3311,0.6,21.9666666666667,49.7,34.6333333333333
2017-01-30,"LND","2016-17","Waimea",20,3344,45298,4,82,4194.6,30,24.2666666666667,49.3333333333333,35.9333333333333
2017-02-06,"LND","2016-17","Waimea",21,2030,47328,4,30,5061.2,11.8,21.8666666666667,42.3,32.0333333333333
2017-02-13,"LND","2016-17","Waimea",22,1412,48740,4,26,5912,6.6,26.4666666666667,49,36.0666666666667
2017-02-20,"LND","2016-17","Waimea",23,2492,51232,4,98,6955.8,0,26.4333333333333,50.5333333333333,37.8333333333333
2017-02-27,"LND","2016-17","Waimea",24,2427,53659,4,42,7912.8,0,26.4,50.4666666666667,38.2333333333333
2017-03-06,"LND","2016-17","Waimea",25,2099,55758,4,114,8801.2,122.6,23.4666666666667,45.0666666666667,33
2017-03-13,"LND","2016-17","Waimea",26,728,56486,4,82,9551.4,0,20.5333333333333,41.1666666666667,30.4666666666667
2017-03-20,"LND","2016-17","Waimea",27,903,57389,4,136,10401.4,50,27.9,42.0333333333333,33.5
2017-03-27,"LND","2016-17","Waimea",28,236,57625,4,0,0,0,0,0,0
2017-09-25,"CLD","2017-18","Earnscleugh",1,2242,2242,2,22,12190.9,1.4,4.36,18.5307692307692,11.1230769230769
2017-10-09,"CLD","2017-18","Earnscleugh",2,1605,3847,2,23,5900.8,0.6,4.5,20.3,12.1
2017-10-16,"CLD","2017-18","Earnscleugh",3,242,4089,2,30,6109.4,0.8,5.75,22.65,13.55
2017-10-23,"CLD","2017-18","Earnscleugh",4,314,4403,2,34,6346.3,4.6,5.41666666666667,21.7166666666667,13.5166666666667
2017-10-30,"CLD","2017-18","Earnscleugh",5,136,4539,2,6,6766.7,0.2,9.35,23.5333333333333,16.65
2017-11-06,"CLD","2017-18","Earnscleugh",6,7,4546,2,18,6995.2,14.4,4.4,18.6833333333333,11.2166666666667
2017-11-13,"CLD","2017-18","Earnscleugh",7,197,4743,2,22,7253.2,0,6.35,22,14.5666666666667
2017-11-20,"CLD","2017-18","Earnscleugh",8,3280,8023,2,38,7657.4,2.2,10.2666666666667,26.35,18.2
2017-11-27,"CLD","2017-18","Earnscleugh",9,6901,14924,2,23,8174.8,0.2,13.3666666666667,28.0166666666667,20.5666666666667
2017-12-04,"CLD","2017-18","Earnscleugh",10,8775,23699,2,7,8799.9,0.4,15.55,28.3166666666667,21.8166666666667
2017-12-11,"CLD","2017-18","Earnscleugh",11,4194,27893,2,32,9281.5,2.4,9.76666666666667,25.5833333333333,17.5666666666667
2017-12-18,"CLD","2017-18","Earnscleugh",12,1170,29063,2,47,21502.2,3.8,9.73846153846154,25.2461538461538,16.9307692307692
2018-01-01,"CLD","2017-18","Earnscleugh",13,2955,32018,2,29,333.8,6.4,10.6666666666667,26.4,18.1333333333333
2018-01-08,"CLD","2017-18","Earnscleugh",14,2119,34137,2,13,816.2,0,12.6,26.3,19.8833333333333
2018-01-15,"CLD","2017-18","Earnscleugh",15,2515,36652,2,28,1467,6,16.3833333333333,31.2666666666667,22.9
2018-01-22,"CLD","2017-18","Earnscleugh",16,2263,38915,2,27,2123.8,0,15.3333333333333,32.75,22.95
2018-01-29,"CLD","2017-18","Earnscleugh",17,1504,40419,2,47,2716.6,53,9.05,24.4,16.8166666666667
2018-02-05,"CLD","2017-18","Earnscleugh",18,253,40672,2,45,3049.1,5.6,9.66666666666667,24.1833333333333,16.5333333333333
2018-02-12,"CLD","2017-18","Earnscleugh",19,1026,41698,2,31,3531.9,7,11.55,26.9,18.6333333333333
2018-02-19,"CLD","2017-18","Earnscleugh",20,750,42448,2,63,3842.3,59.4,7.51666666666667,19.9166666666667,13.55
2018-02-26,"CLD","2017-18","Earnscleugh",21,959,43407,2,54,4232.3,5,14.1166666666667,24.5,19.0166666666667
2018-03-05,"CLD","2017-18","Earnscleugh",22,2126,45533,2,44,4614.2,0,6.35,19.1666666666667,12.8333333333333
2018-03-12,"CLD","2017-18","Earnscleugh",23,1176,46709,2,35,4902.4,0.8,5.14,21.6333333333333,13.65
2018-03-19,"CLD","2017-18","Earnscleugh",24,356,47065,2,61,5203.1,25.6,6.81666666666667,18.05,12.6833333333333
2018-03-26,"CLD","2017-18","Earnscleugh",25,330,47395,2,21,5533.1,17.4,7.38333333333333,21.75,14.8
2018-04-02,"CLD","2017-18","Earnscleugh",26,285,47680,2,105,19874.5,20.4,4.22,16.98,10.075
2018-04-23,"CLD","2017-18","Earnscleugh",27,74,47754,2,0,0,0,0,0,0
2017-09-11,"HAV","2017-18","Havelock North",1,1557,1557,8,0,38713.6,2.4,27.0666666666667,88.9333333333333,57
2017-09-18,"HAV","2017-18","Havelock North",2,8752,10309,8,0,39570.8,60,20.3333333333333,69.7333333333333,44.2
2017-09-25,"HAV","2017-18","Havelock North",3,5365,15674,8,0,40695.6,18.4,26.4,77.2666666666667,50
2017-10-02,"HAV","2017-18","Havelock North",4,8789,24463,8,0,41591.6,174.4,35.5333333333333,73.2,52.7333333333333
2017-10-09,"HAV","2017-18","Havelock North",5,461,24924,8,0,42604,6,23,75.4666666666667,48.9333333333333
2017-10-16,"HAV","2017-18","Havelock North",6,843,25767,8,0,43447.2,0,27.6666666666667,69.8,48.4
2017-10-23,"HAV","2017-18","Havelock North",7,580,26347,8,0,44556,4.8,41.2,79.0666666666667,59.1333333333333
2017-10-30,"HAV","2017-18","Havelock North",8,561,26908,8,0,45944.8,1.2,40.0666666666667,88.3333333333333,65.8
2017-11-06,"HAV","2017-18","Havelock North",9,7871,34779,8,0,47306.4,6.4,33.0666666666667,75.5333333333333,53.9333333333333
2017-11-13,"HAV","2017-18","Havelock North",10,9554,44333,8,0,48297.6,7.6,40.1333333333333,72.8666666666667,56.2
2017-11-20,"HAV","2017-18","Havelock North",11,3122,47455,8,0,49587.2,0,48.1333333333333,80.6666666666667,63.2666666666667
2017-11-27,"HAV","2017-18","Havelock North",12,4559,52014,8,0,51268,1.2,44.6,93.5333333333333,69.3333333333333
2017-12-04,"HAV","2017-18","Havelock North",13,2596,54610,8,0,53271.2,0,54.7333333333333,100.8,80
2017-12-11,"HAV","2017-18","Havelock North",14,3271,57881,8,0,55308.4,100.4,48.5333333333333,92.2666666666667,70.4
2017-12-18,"HAV","2017-18","Havelock North",15,3460,61341,8,0,56906,16.4,48.6,85,67.0666666666667
2017-12-25,"HAV","2017-18","Havelock North",16,2376,63717,8,0,58415.2,42.4,44.8,80.9333333333333,60.5333333333333
2018-01-01,"HAV","2017-18","Havelock North",17,7317,71034,8,0,1340.8,69.2,63,88.4,73.9333333333333
2018-01-08,"HAV","2017-18","Havelock North",18,8562,79596,8,0,3373.2,1.6,68.4666666666667,100.466666666667,81.6
2018-01-15,"HAV","2017-18","Havelock North",19,3719,83315,8,0,5604,33.6,67.5333333333333,103.2,84
2018-01-22,"HAV","2017-18","Havelock North",20,4065,87380,8,0,8107.6,22,69,109.733333333333,87.4666666666667
2018-01-29,"HAV","2017-18","Havelock North",21,5249,92629,8,0,10504.8,44.8,55.2666666666667,97.4,76.9333333333333
2018-02-05,"HAV","2017-18","Havelock North",22,5032,97661,8,0,12298.8,164.4,60.72,84.88,71.12
2018-02-12,"HAV","2017-18","Havelock North",23,2417,100078,8,0,14330.4,3.2,60.8,107.933333333333,84.6
2018-02-19,"HAV","2017-18","Havelock North",24,4933,105011,8,0,15651.2,0,49.6,114.8,86.4
2018-02-26,"HAV","2017-18","Havelock North",25,3935,108946,8,0,17151.6,0,63.7333333333333,91.3333333333333,76.6666666666667
2018-03-05,"HAV","2017-18","Havelock North",26,3860,112806,8,0,19146.4,318,49.1333333333333,85.4666666666667,65.3333333333333
2018-03-12,"HAV","2017-18","Havelock North",27,850,113656,8,0,20723.6,10.8,47.1333333333333,93.6666666666667,69.6
2018-03-19,"HAV","2017-18","Havelock North",28,373,114029,8,0,22404,57.6,49.8666666666667,88.4666666666667,69.4
2018-03-26,"HAV","2017-18","Havelock North",29,461,114490,8,0,24140,6.8,40.5333333333333,97.8,69.0666666666667
2018-04-02,"HAV","2017-18","Havelock North",30,2075,116565,8,0,25637.6,0,27.8666666666667,97.1333333333333,61
2018-04-09,"HAV","2017-18","Havelock North",31,1011,117576,8,0,26619.6,174.4,35.8666666666667,61.4,46.2
2018-04-16,"HAV","2017-18","Havelock North",32,68,117644,8,0,27818,3.6,36.24,84.0666666666667,55.9333333333333
2018-04-23,"HAV","2017-18","Havelock North",33,81,117725,8,0,0,0,0,0,0
2017-09-18,"RIR","2017-18","Motueka",1,75,75,6,204,24056.7,107.4,24.2,52.35,36.1
2017-09-25,"RIR","2017-18","Motueka",2,1962,2037,6,147,24767.1,18.6,16.75,52.7,34.45
2017-10-02,"RIR","2017-18","Motueka",3,2918,4955,6,150,25470.9,361.2,28.8,53.15,40
2017-10-09,"RIR","2017-18","Motueka",4,13,4968,6,87,26247.9,18.6,18.8,56.75,38.5
2017-10-16,"RIR","2017-18","Motueka",5,265,5233,6,51,26967.6,0,18,57.05,38.5
2017-10-23,"RIR","2017-18","Motueka",6,108,5341,6,81,27783.6,1.8,25.6,58.6,42.35
2017-10-30,"RIR","2017-18","Motueka",7,49,5390,6,84,28844.7,4.8,27.6,66.25,46.25
2017-11-06,"RIR","2017-18","Motueka",8,203,5593,6,60,29725.2,73.2,23.6,57.5,41
2017-11-13,"RIR","2017-18","Motueka",9,76,5669,6,57,30613.8,0,24.1,61.65,44.4
2017-11-20,"RIR","2017-18","Motueka",10,663,6332,6,48,31766.1,0,37.85,66.3,52.4
2017-11-27,"RIR","2017-18","Motueka",11,8764,15096,6,96,33164.1,0,36,74.1,56.05
2017-12-04,"RIR","2017-18","Motueka",12,8414,23510,6,183,34759.8,1.8,38.55,82.6,61.4
2017-12-11,"RIR","2017-18","Motueka",13,1397,24907,6,48,36375,0,36.95,77.85,57.9
2017-12-18,"RIR","2017-18","Motueka",14,707,25614,6,96,37855.2,0.6,36.3,75.25,56.15
2017-12-25,"RIR","2017-18","Motueka",15,318,25932,6,204,39269.4,45.6,34.4,68.65,51.1
2018-01-01,"RIR","2017-18","Motueka",16,260,26192,6,93,1098.3,177,48.2,75.65,60.15
2018-01-08,"RIR","2017-18","Motueka",17,391,26583,6,225,2691.9,365.4,49.45,72.55,58.65
2018-01-15,"RIR","2017-18","Motueka",18,3408,29991,6,114,4376.4,252,51.4,76.9,63.3
2018-01-22,"RIR","2017-18","Motueka",19,2795,32786,6,60,6245.7,0,50.8,84.6,68
2018-01-29,"RIR","2017-18","Motueka",20,1690,34476,6,93,8096.7,119.4,43.6,73.05,58.1
2018-02-05,"RIR","2017-18","Motueka",21,768,35244,6,138,9459.3,417,39.65,69.3,54.65
2018-02-12,"RIR","2017-18","Motueka",22,195,35439,6,36,11080.5,0,41.5,82.4,61.45
2018-02-19,"RIR","2017-18","Motueka",23,985,36424,6,174,12547.8,436.8,35.3,68.3,51.35
2018-02-26,"RIR","2017-18","Motueka",24,705,37129,6,189,13867.8,66.6,46.65,66.05,54.8
2018-03-05,"RIR","2017-18","Motueka",25,1338,38467,6,78,15323.7,10.8,33,67.2,50.4
2018-03-12,"RIR","2017-18","Motueka",26,1246,39713,6,105,16486.8,25.8,30.55,71.05,48.7
2018-03-19,"RIR","2017-18","Motueka",27,522,40235,6,237,17603.7,412.2,35.25,64,47.35
2018-03-26,"RIR","2017-18","Motueka",28,133,40368,6,0,0,0,0,0,0
2017-09-11,"PAK","2017-18","Pakowhai",1,624,624,6,66,28962.9,1.8,25.5,61.75,43.3
2017-09-18,"PAK","2017-18","Pakowhai",2,3587,4211,6,255,29625,29.1,18.55,50.45,34.45
2017-09-25,"PAK","2017-18","Pakowhai",3,3601,7812,6,159,30483.9,15,22.15,55.6,37.55
2017-10-02,"PAK","2017-18","Pakowhai",4,3703,11515,6,174,31204.2,138.3,28.2,56.05,41.2
2017-10-09,"PAK","2017-18","Pakowhai",5,317,11832,6,150,32030.1,12.3,22.8,56.6,40
2017-10-16,"PAK","2017-18","Pakowhai",6,366,12198,6,111,32786.1,0,24.8,54.15,38.8
2017-10-23,"PAK","2017-18","Pakowhai",7,150,12348,6,108,33753,1.8,33.55,61.3,46.35
2017-10-30,"PAK","2017-18","Pakowhai",8,1401,13749,6,99,34872.9,0,33.1,68,51.4
2017-11-06,"PAK","2017-18","Pakowhai",9,18915,32664,6,84,35997.3,3.9,26.95,57.6,42.45
2017-11-13,"PAK","2017-18","Pakowhai",10,5705,38369,6,99,36841.2,13.5,32.2,56.3,44.25
2017-11-20,"PAK","2017-18","Pakowhai",11,3362,41731,6,84,37878.9,0,38.6,61.7,49.4
2017-11-27,"PAK","2017-18","Pakowhai",12,6203,47934,6,207,39214.2,3.6,37.15,70.4,54.35
2017-12-04,"PAK","2017-18","Pakowhai",13,6255,54189,6,84,40841.4,0,44.3,78.6,63.4
2017-12-11,"PAK","2017-18","Pakowhai",14,7119,61308,6,165,42495,24.6,38.35,71.25,55.2
2017-12-18,"PAK","2017-18","Pakowhai",15,8854,70162,6,108,43785.3,12.6,38.5,66.5,52.2
2017-12-25,"PAK","2017-18","Pakowhai",16,3394,73556,6,150,45009.6,104.7,33.8,61.35,47.05
2018-01-01,"PAK","2017-18","Pakowhai",17,9566,83122,6,171,1051.2,51,47.05,68.85,57.4
2018-01-08,"PAK","2017-18","Pakowhai",18,8358,91480,6,168,2659.8,11.1,52.75,76.95,62.8
2018-01-15,"PAK","2017-18","Pakowhai",19,4168,95648,6,111,4426.5,18.3,52.5,81.2,65.3
2018-01-22,"PAK","2017-18","Pakowhai",20,3487,99135,6,165,6378.6,12.3,54.1,82.55,67.35
